"inds","mw","rate_with_this_mw","importance_sampling_scenario_weights_basic","importance_sampling_scenario_weights_self_normalised","importance_sampling_scenario_rates_basic","importance_sampling_scenario_rates_self_normalised"
4292,7.2,0.0609320207630957,0.0391424991697066,0.0211010201084591,0.00238503157212802,0.00128572779537113
1004,7.2,0.0609320207630957,0.84638739090583,0.456272280357412,0.0515720940762964,0.0278015920603629
4337,7.2,0.0609320207630957,0.0435113862095716,0.0234562088479437,0.00265123668795269,0.00142923420454641
4774,7.2,0.0609320207630957,0.0133174166079447,0.00717918072677508,0.000811457105266079,0.000437441989105875
2948,7.2,0.0609320207630957,0.611392327977589,0.329590651605535,0.0372533700227279,0.0200826244269507
3175,7.2,0.0609320207630957,0.301254043743032,0.162400658353874,0.018356017648317,0.00989540028675869
11726,7.3,0.0501912467372961,0.0200410392179261,0.0211659648825658,0.00100588474425876,0.0010623461658538
11923,7.3,0.0501912467372961,0.00845820149284363,0.00893296968388047,0.000424527678081081,0.000448356885500431
11495,7.3,0.0501912467372961,0.0419883331286042,0.0443451846390566,0.00210744678814556,0.00222574010382984
10654,7.3,0.0501912467372961,0.340165605214631,0.359259476314456,0.0170733358228692,0.0180316810184107
9822,7.3,0.0501912467372961,0.381002671437626,0.402388772165031,0.0191229990896948,0.0201963941480527
11172,7.3,0.0501912467372961,0.155196292990557,0.16390763231501,0.00778949543420276,0.00822672841564866
18951,7.4,0.0413681796771284,0.00620353518334255,0.00258425032920637,0.000256628958097902,0.000106905731949287
17340,7.4,0.0413681796771284,0.228212670833765,0.0950681590901292,0.00944074277164855,0.00393279668681429
15336,7.4,0.0413681796771284,0.711108487399878,0.296231469372341,0.0294172636766891,0.0122545566510148
14819,7.4,0.0413681796771284,1.41193594468505,0.588180097643072,0.0584092198523272,0.0243319399618095
19131,7.4,0.0413681796771284,0.0280891585473694,0.0117012985463649,0.00116199735776692,0.000484061420721742
19140,7.4,0.0413681796771284,0.0149665593832012,0.00623472501888585,0.000619139317712679,0.000257919224818757
